species,rep_taxid,organism_name,nirK_present,pcuac_present,nirK_rep_accession,pcuac_rep_accession,class
sinomonas cyclohexanicum,322009,Sinomonas cyclohexanicum,1,1,WP_229232440.1,WP_229231584.1,both
sinomonas flava,496857,Sinomonas flava,1,1,WP_413250541.1,WP_344300978.1,both
sinomonas mesophila,1531955,Sinomonas mesophila,1,0,WP_245827926.1,N/A,nirK_only
sinomonas notoginsengisoli,1457311,Sinomonas notoginsengisoli,1,0,WP_235780375.1,N/A,nirK_only
sinomonas puerhi,3238584,Sinomonas puerhi,1,0,WP_369047032.1,N/A,nirK_only
sinomonas soli,991009,Sinomonas soli,1,0,WP_460993307.1,N/A,nirK_only
sinomonas sp.,3051170,Sinomonas sp. ASV486,1,1,WP_307957357.1,WP_222703686.1,both
sinomonas terrae,2908838,Sinomonas terrae,1,0,WP_241056687.1,N/A,nirK_only
sinorhizobium alkalisoli,1752398,Sinorhizobium alkalisoli,1,1,WP_151613039.1,WP_069457397.1,both
sinorhizobium americanum,194963,Sinorhizobium americanum,1,1,WP_064252132.1,WP_037383468.1,both
sinorhizobium arboris,76745,Sinorhizobium arboris;Sinorhizobium arboris LMG 14919,1,1,WP_027999044.1,WP_028000328.1,both
sinorhizobium chiapasense,501572,Sinorhizobium chiapasense,1,1,WP_334197176.1,WP_331374377.1,both
sinorhizobium fredii,380,Sinorhizobium fredii;Sinorhizobium fredii NGR234,1,1,WP_012707569.1,WP_040958155.1,both
sinorhizobium garamanticum,680247,Sinorhizobium garamanticum,1,1,WP_280658439.1,WP_280659101.1,both
sinorhizobium glycinis,1472378,Sinorhizobium glycinis,1,1,WP_064244357.1,WP_064240381.1,both
sinorhizobium kostiense,76747,Sinorhizobium kostiense,1,0,WP_209601194.1,N/A,nirK_only
sinorhizobium medicae,935558,Sinorhizobium medicae;Sinorhizobium medicae WSM1115,1,1,WP_018210201.1,WP_011975355.1,both
sinorhizobium meliloti,382,Sinorhizobium meliloti,1,1,WP_100673610.1,WP_100674018.1,both
sinorhizobium mexicanum,375549,Sinorhizobium mexicanum,1,0,WP_180943021.1,N/A,nirK_only
sinorhizobium numidicum,680248,Sinorhizobium numidicum,1,1,WP_280734090.1,WP_280733253.1,both
sinorhizobium prairiense,2976820,Sinorhizobium prairiense,1,1,WP_275596801.1,WP_275597986.1,both
sinorhizobium psoraleae,520838,Sinorhizobium psoraleae,0,1,N/A,WP_173513304.1,pcuac_only
sinorhizobium saheli,36856,Sinorhizobium saheli,1,1,WP_066879096.1,WP_066870532.1,both
sinorhizobium sinorhizobium,28105,Sinorhizobium;Sinorhizobium psoraleae;Sinorhizobium sp. 7-81,1,1,WP_269286368.1,WP_097538323.1,both
sinorhizobium sojae,716925,Sinorhizobium sojae;Sinorhizobium sojae CCBAU 05684,0,1,N/A,WP_034854837.1,pcuac_only
sinorhizobium sp.,1358418,Sinorhizobium sp. GL28,1,1,WP_058320981.1,WP_379940858.1,both
sinorhizobium terangae,110322,Sinorhizobium terangae,1,0,WP_153439971.1,N/A,nirK_only
sinorhizobium/ensifer group,227292,Sinorhizobium/Ensifer group;Sinorhizobium sp. M14;Ensifer sp. M14,1,1,WP_115421993.1,WP_058324156.1,both
sinosporangium album,504805,Sinosporangium album,0,1,N/A,WP_093168141.1,pcuac_only
sinosporangium siamense,1367973,Sinosporangium siamense,0,1,N/A,WP_204019869.1,pcuac_only
sivoneniella epilithica,3126709,Sivoneniella epilithica UHCC 1019;Sivoneniella epilithica,1,0,WP_458650486.1,N/A,nirK_only
skermanella aerolata,393310,Skermanella aerolata;Skermanella aerolata KACC 11604,1,1,WP_044436051.1,WP_429644179.1,both
skermanella cutis,2775420,Skermanella cutis,0,1,N/A,WP_201077345.1,pcuac_only
skermanella mucosa,1789672,Skermanella mucosa,0,1,N/A,WP_211113094.1,pcuac_only
skermanella pratensis,2233999,Skermanella pratensis,1,1,WP_158046282.1,WP_246148781.1,both
skermanella rosea,1817965,Skermanella rosea,0,1,N/A,WP_211111181.1,pcuac_only
skermanella skermanella,204447,Skermanella;Skermanella rosea;Skermanella cutis,1,1,WP_201075750.1,WP_203098143.1,both
skermanella stibiiresistens,913326,Skermanella stibiiresistens;Skermanella stibiiresistens SB22,0,1,N/A,WP_051511702.1,pcuac_only
smaragdicoccus niigatensis,359359,Smaragdicoccus niigatensis;Smaragdicoccus niigatensis DSM 44881 = NBRC 103563,1,0,WP_018158826.1,N/A,nirK_only
sneathiella aquimaris,2599305,Sneathiella aquimaris,0,1,N/A,WP_169546262.1,pcuac_only
sneathiella chinensis,349750,Sneathiella chinensis,0,1,N/A,WP_240953559.1,pcuac_only
sneathiella chungangensis,1418234,Sneathiella chungangensis,0,1,N/A,WP_161339817.1,pcuac_only
sneathiella glossodoripedis,418853,Sneathiella glossodoripedis;Sneathiella glossodoripedis JCM 23214,0,1,N/A,WP_159104381.1,pcuac_only
sneathiella limimaris,1964213,Sneathiella limimaris,0,1,N/A,WP_169566070.1,pcuac_only
sneathiella litorea,2606216,Sneathiella litorea,0,1,N/A,WP_214646479.1,pcuac_only
sneathiella marina,2950108,Sneathiella marina,0,1,N/A,WP_251933662.1,pcuac_only
sneathiella sp.,2697366,Sneathiella sp. P13V-1,0,1,N/A,WP_227711700.1,pcuac_only
snodgrassella alvi,1196083,Snodgrassella alvi,0,1,N/A,WP_180297534.1,pcuac_only
snodgrassella communis,2946699,Snodgrassella communis,0,1,N/A,WP_239423842.1,pcuac_only
snodgrassella gandavensis,2946698,Snodgrassella gandavensis,0,1,N/A,WP_239323919.1,pcuac_only
snodgrassella snodgrassella,1193515,Snodgrassella;Snodgrassella alvi;Snodgrassella sp. M0118;Snodgrassella sp. M0112;Snodgrassella sp. M0110;Snodgrassella sp. W8132;Snodgrassella sp. W8158,0,1,N/A,WP_157784901.1,pcuac_only
snodgrassella sp.,2705031,Snodgrassella sp. ESL0253,0,1,N/A,WP_174828569.1,pcuac_only
snuella lapsa,870481,Snuella lapsa,1,0,WP_345006655.1,N/A,nirK_only
snuella sedimenti,2798802,Snuella sedimenti,1,0,WP_199112998.1,N/A,nirK_only
solemya elarraichensis,1918949,Solemya elarraichensis gill symbiont,0,1,N/A,WP_217349016.1,pcuac_only
solemya pervernicosa,642797,Solemya pervernicosa gill symbiont,0,1,N/A,WP_078482140.1,pcuac_only
solemya velesiana,1918948,Solemya velesiana gill symbiont,0,1,N/A,WP_078485721.1,pcuac_only
solemya velum,2340,Solemya velum gill symbiont,0,1,N/A,WP_043115646.1,pcuac_only
solibacillus daqui,2912187,Solibacillus daqui,1,0,WP_274307492.1,N/A,nirK_only
solibacillus palustris,2908203,Solibacillus palustris,1,0,WP_241369216.1,N/A,nirK_only
solibacillus sp.,2921400,Solibacillus sp. FSL H8-0538,1,0,WP_340750272.1,N/A,nirK_only
solidesulfovibrio carbinoliphilus,345370,Solidesulfovibrio carbinoliphilus;Solidesulfovibrio carbinoliphilus subsp. oakridgensis,1,0,WP_009182354.1,N/A,nirK_only
solidesulfovibrio magneticus,184917,Solidesulfovibrio magneticus;Solidesulfovibrio magneticus RS-1,1,0,WP_015862438.1,N/A,nirK_only
solidesulfovibrio sp.,2910990,Solidesulfovibrio sp.,1,0,WP_323427259.1,N/A,nirK_only
solihabitans fulvus,1892852,Solihabitans fulvus,1,0,WP_149849114.1,N/A,nirK_only
solilutibacter oculi,2698682,Solilutibacter oculi,1,1,WP_112927173.1,WP_162615920.1,both
solilutibacter pythonis,2483112,Solilutibacter pythonis,1,1,WP_122101850.1,WP_122102479.1,both
solilutibacter silvestris,1645665,Solilutibacter silvestris,0,1,N/A,WP_430760280.1,pcuac_only
solilutibacter tolerans,1604334,Solilutibacter tolerans,1,1,WP_076585779.1,WP_165688536.1,both
solimicrobium silvestre,2099400,Solimicrobium silvestre,0,1,N/A,WP_105531363.1,pcuac_only
solimonas aquatica,489703,Solimonas aquatica,0,1,N/A,WP_093282079.1,pcuac_only
solimonas flava,415849,Solimonas flava;Solimonas flava DSM 18980,1,1,WP_084615825.1,WP_051278342.1,both
solimonas marina,2714601,Solimonas marina,0,1,N/A,WP_168149401.1,pcuac_only
solimonas soli,413479,Solimonas soli;Solimonas soli DSM 21787,0,1,N/A,WP_084197330.1,pcuac_only
solimonas terrae,1396819,Solimonas terrae,0,1,N/A,WP_166253239.1,pcuac_only
solimonas variicoloris,254408,Solimonas variicoloris;Solimonas variicoloris DSM 15731,1,0,WP_020649619.1,N/A,nirK_only
solirhodobacter olei,2493082,Solirhodobacter olei,1,0,WP_127904059.1,N/A,nirK_only
solirhodobacter sp.,2661808,Solirhodobacter sp.,0,1,N/A,WP_482925826.1,pcuac_only
solirubrobacter ginsenosidimutans,490573,Solirubrobacter ginsenosidimutans,1,0,WP_270044039.1,N/A,nirK_only
solirubrobacter pauli,166793,Solirubrobacter pauli,1,0,WP_121255208.1,N/A,nirK_only
solirubrobacter soli,363832,Solirubrobacter soli;Solirubrobacter soli DSM 22325,1,0,WP_028062424.1,N/A,nirK_only
solitalea canadensis,995,Solitalea canadensis;Solitalea canadensis DSM 3403,1,0,WP_014681135.1,N/A,nirK_only
solitalea lacus,2911172,Solitalea lacus,1,0,WP_237849172.1,N/A,nirK_only
solwaraspora sp.,3016095,Solwaraspora sp. WMMD406,0,1,N/A,WP_278116837.1,pcuac_only
soonwooa buanensis,619805,Soonwooa buanensis,1,0,WP_079668070.1,N/A,nirK_only
soonwooa purpurea,1938559,Soonwooa purpurea,1,0,WP_456235594.1,N/A,nirK_only
soonwooa sp.,1938592,Soonwooa sp.,1,0,WP_366143301.1,N/A,nirK_only
sorangium atrum,2995308,Sorangium atrum,1,0,WP_272097601.1,N/A,nirK_only
sorangium cellulosum,56,Sorangium cellulosum;Sorangium cellulosum So ce56,1,0,WP_012233138.1,N/A,nirK_only
sorangium sp.,3133307,Sorangium sp. So ce381,1,0,WP_437327355.1,N/A,nirK_only
spartinivicinus marinus,2994442,Spartinivicinus marinus,0,1,N/A,WP_180568271.1,pcuac_only
spartinivicinus poritis,2994640,Spartinivicinus poritis,0,1,N/A,WP_274689418.1,pcuac_only
spartinivicinus ruber,2683272,Spartinivicinus ruber,0,1,N/A,WP_163832435.1,pcuac_only
specibacter cremeus,1629051,Specibacter cremeus,1,0,WP_125613145.1,N/A,nirK_only
specibacter sp.,3155818,Specibacter sp. NPDC078692,1,1,WP_363883852.1,WP_444530014.1,both
spectribacter acetivorans,3075603,Spectribacter acetivorans,1,0,WP_349255458.1,N/A,nirK_only
spectribacter hydrogenoxidans,3075608,Spectribacter hydrogenoxidans,1,0,WP_311653855.1,N/A,nirK_only
speluncibacter jeojiensis,2710754,Speluncibacter jeojiensis,1,0,WP_277835593.1,N/A,nirK_only
sphaerimonospora cavernae,1740611,Sphaerimonospora cavernae,1,0,WP_394303434.1,N/A,nirK_only
sphaerimonospora mesophila,37483,Sphaerimonospora mesophila,1,0,WP_055482671.1,N/A,nirK_only
sphaerimonospora sp.,3240029,Sphaerimonospora sp. CA-214678,1,0,WP_433498823.1,N/A,nirK_only
sphaerimonospora thailandensis,795644,Sphaerimonospora thailandensis,1,0,WP_204015460.1,N/A,nirK_only
sphaerisporangium album,509200,Sphaerisporangium album,1,0,WP_220182812.1,N/A,nirK_only
sphaerisporangium corydalis,1441875,Sphaerisporangium corydalis,1,1,WP_262844465.1,WP_262850251.1,both
sphaerisporangium dianthi,1436120,Sphaerisporangium dianthi,0,1,N/A,WP_380838437.1,pcuac_only
sphaerisporangium fuscum,2835868,Sphaerisporangium fuscum,0,1,N/A,WP_214414112.1,pcuac_only
sphaerisporangium krabiense,763782,Sphaerisporangium krabiense,1,0,WP_184612340.1,N/A,nirK_only
sphaerisporangium melleum,321316,Sphaerisporangium melleum,0,1,N/A,WP_189162365.1,pcuac_only
sphaerisporangium rufum,1381558,Sphaerisporangium rufum,0,1,N/A,WP_239137707.1,pcuac_only
sphaerisporangium siamense,795645,Sphaerisporangium siamense,1,0,WP_184880137.1,N/A,nirK_only
sphaerisporangium sp.,3153563,Sphaerisporangium sp. B11E5,1,1,WP_347626978.1,WP_363762358.1,both
sphaerisporangium viridialbum,46189,Sphaerisporangium viridialbum,1,1,WP_424536051.1,WP_424534072.1,both
sphaerobacter sp.,2099654,Sphaerobacter sp.,1,1,WP_294086428.1,WP_294086525.1,both
sphaerobacter thermophilus,2057,Sphaerobacter thermophilus;Sphaerobacter thermophilus DSM 20745,1,1,WP_012870640.1,WP_273032464.1,both
sphaerospermopsis aphanizomenoides,459663,Sphaerospermopsis aphanizomenoides;Sphaerospermopsis aphanizomenoides BCCUSP55,1,0,WP_200319285.1,N/A,nirK_only
sphaerospermopsis kisseleviana,289435,Sphaerospermopsis kisseleviana;Sphaerospermopsis kisseleviana CS-549,1,0,WP_096565372.1,N/A,nirK_only
sphaerospermopsis reniformis,531300,Sphaerospermopsis reniformis,1,0,WP_137667682.1,N/A,nirK_only
sphaerospermopsis sp.,2692861,Sphaerospermopsis sp. FACHB-1094,1,0,WP_190648924.1,N/A,nirK_only
sphaerospermopsis torques-reginae,984207,Sphaerospermopsis torques-reginae;Sphaerospermopsis torques-reginae ITEP-024,1,0,WP_220611269.1,N/A,nirK_only
sphaerotilus hippei,744406,Sphaerotilus hippei,0,1,N/A,WP_110399656.1,pcuac_only
sphaerotilus microaerophilus,2914710,Sphaerotilus microaerophilus,0,1,N/A,WP_251969677.1,pcuac_only
sphaerotilus mobilis,47994,Sphaerotilus mobilis,0,1,N/A,WP_130481066.1,pcuac_only
sphaerotilus montanus,522889,Sphaerotilus montanus,1,1,WP_442776009.1,WP_179635906.1,both
sphaerotilus natans,34103,Sphaerotilus natans;Sphaerotilus natans subsp. natans DSM 6575,0,1,N/A,WP_037483747.1,pcuac_only
sphaerotilus sp.,2093942,Sphaerotilus sp.,1,1,WP_322586639.1,WP_294000103.1,both
sphaerotilus sphaerotilus,34102,Sphaerotilus;Sphaerotilus sulfidivorans;Sphaerotilus sp. FB-3,0,1,N/A,WP_251675155.1,pcuac_only
sphaerotilus sulfidivorans,639200,Sphaerotilus sulfidivorans,0,1,N/A,WP_246607766.1,pcuac_only
sphaerotilus uruguayifluvii,2735897,Sphaerotilus uruguayifluvii,0,1,N/A,WP_173806699.1,pcuac_only
sphingoaurantiacus capsulatus,1771310,Sphingoaurantiacus capsulatus,0,1,N/A,WP_380861537.1,pcuac_only
sphingobacterium daejeonense,371142,Sphingobacterium daejeonense,1,0,WP_380897913.1,N/A,nirK_only
sphingobacterium endophyticum,2546448,Sphingobacterium endophyticum,1,0,WP_156309333.1,N/A,nirK_only
sphingobacterium humi,1796905,Sphingobacterium humi,1,0,WP_160370697.1,N/A,nirK_only
sphingobacterium kyonggiense,714075,Sphingobacterium kyonggiense,1,0,WP_344673199.1,N/A,nirK_only
sphingobacterium lactis,797291,Sphingobacterium lactis,1,0,WP_438927937.1,N/A,nirK_only
sphingobacterium mizutaii,1010,Sphingobacterium mizutaii,1,0,WP_185217732.1,N/A,nirK_only
sphingobacterium sp.,2745278,Sphingobacterium sp. MYb382,1,0,WP_340049356.1,N/A,nirK_only
sphingobacterium sphingobacterium,2654181,Sphingobacterium;Sphingobacterium luzhongxinii;Sphingobacterium sp. xlx-96;Sphingobacterium sp. xlx-130,1,0,WP_164111849.1,N/A,nirK_only
sphingobium boeckii,1082345,Sphingobium boeckii,0,1,N/A,WP_184020039.1,pcuac_only
sphingobium fontiphilum,944425,Sphingobium fontiphilum,0,1,N/A,WP_183954396.1,pcuac_only
sphingobium indicum,332055,Sphingobium indicum;Sphingobium indicum BiD32,1,0,WP_006952760.1,N/A,nirK_only
sphingobium lactosutens,522773,Sphingobium lactosutens;Sphingobium lactosutens DS20,0,1,N/A,WP_201767473.1,pcuac_only
sphingobium lignivorans,2735886,Sphingobium lignivorans,0,1,N/A,WP_260394673.1,pcuac_only
sphingobium sp.,1315974,Sphingobium sp. TKS,1,1,WP_066553568.1,WP_217673870.1,both
sphingobium sphingobium,165695,Sphingobium;Sphingobium xanthum;Sphingobium sp. B10D3B;Sphingobium sp. B10D7B,0,1,N/A,WP_264592364.1,pcuac_only
sphingobium sufflavum,1129547,Sphingobium sufflavum,0,1,N/A,WP_234151661.1,pcuac_only
sphingobium xenophagum,121428,Sphingobium xenophagum;Sphingomonadales;Novosphingobium sp. SCN 63-17;Novosphingobium sp.,0,1,N/A,WP_292923276.1,pcuac_only
sphingomicrobium aestuariivivum,1582356,Sphingomicrobium aestuariivivum,0,1,N/A,WP_245113109.1,pcuac_only
sphingomicrobium aquimarinum,3133971,Sphingomicrobium aquimarinum,0,1,N/A,WP_346341011.1,pcuac_only
sphingomicrobium arenosum,2233861,Sphingomicrobium arenosum,0,1,N/A,WP_265561830.1,pcuac_only
sphingomicrobium astaxanthinifaciens,1227949,Sphingomicrobium astaxanthinifaciens,0,1,N/A,WP_244381402.1,pcuac_only
sphingomicrobium clamense,2851013,Sphingomicrobium clamense,0,1,N/A,WP_218633453.1,pcuac_only
sphingomicrobium flavum,1229164,Sphingomicrobium flavum,0,1,N/A,WP_260483564.1,pcuac_only
sphingomicrobium lutaoense,515949,Sphingomicrobium lutaoense,0,1,N/A,WP_183932575.1,pcuac_only
sphingomicrobium marinum,1227950,Sphingomicrobium marinum,0,1,N/A,WP_265530389.1,pcuac_only
sphingomicrobium maritimum,3133972,Sphingomicrobium maritimum,0,1,N/A,WP_343346047.1,pcuac_only
sphingomicrobium nitratireducens,2964666,Sphingomicrobium nitratireducens,0,1,N/A,WP_265571252.1,pcuac_only
sphingomicrobium sediminis,2950949,Sphingomicrobium sediminis,0,1,N/A,WP_252111441.1,pcuac_only
sphingomonadales novosphingobium,204457,Sphingomonadales;Novosphingobium sp. THN1;Novosphingobium colocasiae;Novosphingobium piscinae;Sphingopyxis sp.,0,1,N/A,WP_118072630.1,pcuac_only
sphingomonas adhaesiva,28212,Sphingomonas adhaesiva,0,1,N/A,WP_335298429.1,pcuac_only
sphingomonas aestuarii,453846,Sphingomonas aestuarii,0,1,N/A,WP_458814892.1,pcuac_only
sphingomonas agrestis,3080540,Sphingomonas agrestis,0,1,N/A,WP_317226038.1,pcuac_only
sphingomonas alba,2908208,Sphingomonas alba,0,1,N/A,WP_249848776.1,pcuac_only
sphingomonas anseongensis,2908207,Sphingomonas anseongensis,0,1,N/A,WP_249867725.1,pcuac_only
sphingomonas arenae,2812555,Sphingomonas arenae,0,1,N/A,WP_205478323.1,pcuac_only
sphingomonas arvum,2992113,Sphingomonas arvum,0,1,N/A,WP_264880693.1,pcuac_only
sphingomonas astaxanthinifaciens,407019,Sphingomonas astaxanthinifaciens;Sphingomonas astaxanthinifaciens DSM 22298,0,1,N/A,WP_284275481.1,pcuac_only
sphingomonas astragali,3396166,Sphingomonas astragali,0,1,N/A,WP_436810157.1,pcuac_only
sphingomonas aurantiaca,185949,Sphingomonas aurantiaca,0,1,N/A,WP_107959529.1,pcuac_only
sphingomonas azotifigens,330920,Sphingomonas azotifigens;Sphingomonas azotifigens NBRC 15497,0,1,N/A,WP_084582505.1,pcuac_only
sphingomonas bacterium,1895847,Sphingomonas bacterium,0,1,N/A,WP_299425797.1,pcuac_only
sphingomonas baiyangensis,2572576,Sphingomonas baiyangensis,0,1,N/A,WP_249276463.1,pcuac_only
sphingomonas brevis,2908206,Sphingomonas brevis,0,1,N/A,WP_249915293.1,pcuac_only
sphingomonas caeni,2984949,Sphingomonas caeni,0,1,N/A,WP_264938572.1,pcuac_only
sphingomonas cannabina,2899123,Sphingomonas cannabina,0,1,N/A,WP_233783580.1,pcuac_only
sphingomonas caseinilytica,2908205,Sphingomonas caseinilytica,1,1,WP_249903798.1,WP_249903503.1,both
sphingomonas cavernae,2320861,Sphingomonas cavernae,0,1,N/A,WP_119764260.1,pcuac_only
sphingomonas changnyeongensis,2698679,Sphingomonas changnyeongensis,0,1,N/A,WP_160593084.1,pcuac_only
sphingomonas citri,2862499,Sphingomonas citri,0,1,N/A,WP_219750681.1,pcuac_only
sphingomonas colocasiae,1848973,Sphingomonas colocasiae,0,1,N/A,WP_222992099.1,pcuac_only
sphingomonas corticis,2722791,Sphingomonas corticis,0,1,N/A,WP_168134237.1,pcuac_only
sphingomonas cremea,2904799,Sphingomonas cremea,0,1,N/A,WP_235066067.1,pcuac_only
sphingomonas daechungensis,1176646,Sphingomonas daechungensis,0,1,N/A,WP_187715018.1,pcuac_only
sphingomonas degradans,3373591,Sphingomonas degradans,0,1,N/A,WP_448664111.1,pcuac_only
sphingomonas edaphi,2315689,Sphingomonas edaphi,0,1,N/A,WP_119533219.1,pcuac_only
sphingomonas eleionomae,3400217,Sphingomonas eleionomae,0,1,N/A,WP_426275691.1,pcuac_only
sphingomonas elodea,179878,Sphingomonas elodea;Sphingomonas elodea ATCC 31461,0,1,N/A,WP_010542914.1,pcuac_only
sphingomonas endophytica,869719,Sphingomonas endophytica,0,1,N/A,WP_184032866.1,pcuac_only
sphingomonas faeni,185950,Sphingomonas faeni,0,1,N/A,WP_107952753.1,pcuac_only
sphingomonas flavalba,2559804,Sphingomonas flavalba,0,1,N/A,WP_414900833.1,pcuac_only
sphingomonas gei,1395960,Sphingomonas gei,0,1,N/A,WP_135965038.1,pcuac_only
sphingomonas gilva,2305907,Sphingomonas gilva,0,1,N/A,WP_118864905.1,pcuac_only
sphingomonas ginkgonis,2315330,Sphingomonas ginkgonis,0,1,N/A,WP_185829292.1,pcuac_only
sphingomonas glaciei,2938948,Sphingomonas glaciei,0,1,N/A,WP_249504785.1,pcuac_only
sphingomonas guangdongensis,1141890,Sphingomonas guangdongensis,0,1,N/A,WP_097064647.1,pcuac_only
sphingomonas hankookensis,563996,Sphingomonas hankookensis,0,1,N/A,WP_430635115.1,pcuac_only
sphingomonas hengshuiensis,1609977,Sphingomonas hengshuiensis,0,1,N/A,WP_044330372.1,pcuac_only
sphingomonas humi,335630,Sphingomonas humi,0,1,N/A,WP_344711401.1,pcuac_only
sphingomonas japonica,511662,Sphingomonas japonica,0,1,N/A,WP_140046734.1,pcuac_only
sphingomonas jaspsi,392409,Sphingomonas jaspsi;Sphingomonas jaspsi DSM 18422,0,1,N/A,WP_051504296.1,pcuac_only
sphingomonas jeddahensis,1915074,Sphingomonas jeddahensis,0,1,N/A,WP_076745480.1,pcuac_only
sphingomonas jejuensis,904715,Sphingomonas jejuensis,0,1,N/A,WP_167952607.1,pcuac_only
sphingomonas kaistensis,298708,Sphingomonas kaistensis,0,1,N/A,WP_168070127.1,pcuac_only
sphingomonas koreensis,93064,Sphingomonas koreensis,0,1,N/A,WP_447728270.1,pcuac_only
sphingomonas kyeonggiensis,1268553,Sphingomonas kyeonggiensis,0,1,N/A,WP_307119732.1,pcuac_only
sphingomonas lacusdianchii,2917992,Sphingomonas lacusdianchii,0,1,N/A,WP_242116106.1,pcuac_only
sphingomonas limnosediminicola,940133,Sphingomonas limnosediminicola,1,0,WP_344700385.1,N/A,nirK_only
sphingomonas lindongxini,3095341,Sphingomonas lindongxini,0,1,N/A,WP_324808826.1,pcuac_only
sphingomonas mangrovi,3242977,Sphingomonas mangrovi,1,0,WP_416460006.1,N/A,nirK_only
sphingomonas melonis,152682,Sphingomonas melonis,0,1,N/A,WP_179507966.1,pcuac_only
sphingomonas naasensis,1344951,Sphingomonas naasensis,0,1,N/A,WP_135987429.1,pcuac_only
