accession,protein_type,length,taxid,organism_name,species,species_resolved,is_representative,representative_selection_reason
WP_480535902.1,PCuAC,136,2625375;3437478;3437522;3437523;3437532;3437580;3437581;3437582;3437605;3437742;3437743;3437747;3437748;3437749;3437750;3437751;3437752;3437753;3437754;3437755;3437756;3437757;3437758;3437759;3437760;3437762;3437816;3437817,unclassified Ruegeria;Ruegeria sp. AK3;Ruegeria sp. AP10;Ruegeria sp. AP11;Ruegeria sp. AP9;Ruegeria sp. BE5;Ruegeria sp. BE6;Ruegeria sp. BE8;Ruegeria sp. BH12;Ruegeria sp. I11;Ruegeria sp. I12;Ruegeria sp. I6;Ruegeria sp. I7;Ruegeria sp. I8;Ruegeria sp. I9;Ruegeria sp. J1;Ruegeria sp. J10;Ruegeria sp. J11;Ruegeria sp. J12;Ruegeria sp. J2;Ruegeria sp. J3;Ruegeria sp. J4;Ruegeria sp. J5;Ruegeria sp. J6;Ruegeria sp. J7;Ruegeria sp. J9;Ruegeria sp. I10(2025);Ruegeria sp. K2(2025),unclassified ruegeria,1,FALSE,
WP_480539971.1,PCuAC,136,2625375;3437417;3437443;3437452;3437596;3437597;3437693,unclassified Ruegeria;Ruegeria sp. AB12;Ruegeria sp. AF12;Ruegeria sp. AG1;Ruegeria sp. BG2;Ruegeria sp. BG3;Ruegeria sp. D2,unclassified ruegeria,1,FALSE,
WP_480542150.1,PCuAC,137,3437466,Ruegeria sp. AH7,ruegeria sp. ah7,0,TRUE,longest_validated_sequence
WP_480546535.1,PCuAC,137,2625375;3437461;3437721;3437723;3437741,unclassified Ruegeria;Ruegeria sp. AH2;Ruegeria sp. H1;Ruegeria sp. H2;Ruegeria sp. I1,unclassified ruegeria,1,FALSE,
WP_480555991.1,PCuAC,137,3437440,Ruegeria sp. AF1,ruegeria sp. af1,0,TRUE,longest_validated_sequence
WP_480558514.1,PCuAC,137,3437499,Ruegeria sp. AM9,ruegeria sp. am9,0,TRUE,longest_validated_sequence
WP_480563643.1,PCuAC,136,2625375;3437501;3437508;3437510;3437511;3437513;3437514;3437515;3437516;3437519;3437520;3437521;3437526;3437529,unclassified Ruegeria;Ruegeria sp. AN12;Ruegeria sp. AN8;Ruegeria sp. AO1;Ruegeria sp. AO10;Ruegeria sp. AO12;Ruegeria sp. AO2;Ruegeria sp. AO3;Ruegeria sp. AO4;Ruegeria sp. AO7;Ruegeria sp. AO9;Ruegeria sp. AP1;Ruegeria sp. AP3;Ruegeria sp. AP6,unclassified ruegeria,1,FALSE,
WP_480572241.1,PCuAC,134,3437494,Ruegeria sp. AM4,ruegeria sp. am4,0,TRUE,longest_validated_sequence
WP_480580959.1,PCuAC,137,2625375;3437424;3437426;3437706,unclassified Ruegeria;Ruegeria sp. AC10;Ruegeria sp. AC6;Ruegeria sp. E8,unclassified ruegeria,1,FALSE,
WP_480586266.1,PCuAC,137,3437470,Ruegeria sp. AI2,ruegeria sp. ai2,0,TRUE,longest_validated_sequence
WP_480593848.1,PCuAC,137,3437808,Ruegeria sp. AD11(2025),ruegeria sp. ad11(2025),0,TRUE,longest_validated_sequence
WP_480597782.1,PCuAC,134,3437493,Ruegeria sp. AM2,ruegeria sp. am2,0,TRUE,longest_validated_sequence
WP_480599192.1,PCuAC,130,3437450,Ruegeria sp. AF8,ruegeria sp. af8,0,TRUE,longest_validated_sequence
WP_480604928.1,PCuAC,137,3437485,Ruegeria sp. AL2,ruegeria sp. al2,0,TRUE,longest_validated_sequence
WP_480616182.1,PCuAC,137,3437479,Ruegeria sp. AK4,ruegeria sp. ak4,0,TRUE,longest_validated_sequence
WP_480626781.1,PCuAC,137,3437430,Ruegeria sp. AD6,ruegeria sp. ad6,0,TRUE,longest_validated_sequence
WP_480631339.1,PCuAC,137,3437423,Ruegeria sp. AB9,ruegeria sp. ab9,0,TRUE,longest_validated_sequence
WP_480642991.1,PCuAC,137,2625375;3437587;3437589,unclassified Ruegeria;Ruegeria sp. BF4;Ruegeria sp. BF7,unclassified ruegeria,1,FALSE,
WP_480652449.1,PCuAC,137,3437577,Ruegeria sp. BE1,ruegeria sp. be1,0,TRUE,longest_validated_sequence
WP_480653035.1,PCuAC,137,3437530,Ruegeria sp. AP7,ruegeria sp. ap7,0,TRUE,longest_validated_sequence
WP_480663316.1,PCuAC,137,3437586,Ruegeria sp. BF12,ruegeria sp. bf12,0,TRUE,longest_validated_sequence
WP_480674433.1,PCuAC,137,3437556,Ruegeria sp. BC1,ruegeria sp. bc1,0,TRUE,longest_validated_sequence
WP_480678400.1,PCuAC,100,3437581,Ruegeria sp. BE6,ruegeria sp. be6,0,TRUE,longest_validated_sequence
WP_480678727.1,PCuAC,137,3437554,Ruegeria sp. BB7,ruegeria sp. bb7,0,TRUE,longest_validated_sequence
WP_480682508.1,PCuAC,137,3437588,Ruegeria sp. BF6,ruegeria sp. bf6,0,TRUE,longest_validated_sequence
WP_480702752.1,PCuAC,137,3437560,Ruegeria sp. BC3,ruegeria sp. bc3,0,TRUE,longest_validated_sequence
WP_480710490.1,PCuAC,137,3437615,Ruegeria sp. BI11,ruegeria sp. bi11,0,TRUE,longest_validated_sequence
WP_480716754.1,PCuAC,137,3437687,Ruegeria sp. CL5,ruegeria sp. cl5,0,TRUE,longest_validated_sequence
WP_480719767.1,PCuAC,136,3437688,Ruegeria sp. CL6,ruegeria sp. cl6,0,TRUE,longest_validated_sequence
WP_480723431.1,PCuAC,136,3437686,Ruegeria sp. CL3,ruegeria sp. cl3,0,TRUE,longest_validated_sequence
WP_480728833.1,PCuAC,137,3437626,Ruegeria sp. C11,ruegeria sp. c11,0,TRUE,longest_validated_sequence
WP_480732669.1,PCuAC,136,2625375;3437671;3437672;3437675;3437676;3437677;3437680;3437685,unclassified Ruegeria;Ruegeria sp. CJ10;Ruegeria sp. CJ11;Ruegeria sp. CJ3;Ruegeria sp. CJ4;Ruegeria sp. CJ5;Ruegeria sp. CJ8;Ruegeria sp. CL1,unclassified ruegeria,1,FALSE,
WP_480738789.1,PCuAC,137,2625375;3437673;3437683,unclassified Ruegeria;Ruegeria sp. CJ12;Ruegeria sp. CK2,unclassified ruegeria,1,FALSE,
WP_480746172.1,PCuAC,137,3437682,Ruegeria sp. CK1,ruegeria sp. ck1,0,TRUE,longest_validated_sequence
WP_480749427.1,PCuAC,130,3437664,Ruegeria sp. CI1,ruegeria sp. ci1,0,TRUE,longest_validated_sequence
WP_480755940.1,PCuAC,137,3437638,Ruegeria sp. CE8,ruegeria sp. ce8,0,TRUE,longest_validated_sequence
WP_480758854.1,PCuAC,136,3437684,Ruegeria sp. CK3,ruegeria sp. ck3,0,TRUE,longest_validated_sequence
WP_480765814.1,PCuAC,137,3437621,Ruegeria sp. BJ6,ruegeria sp. bj6,0,TRUE,longest_validated_sequence
WP_480768077.1,PCuAC,137,3437662,Ruegeria sp. CH8,ruegeria sp. ch8,0,TRUE,longest_validated_sequence
WP_480777629.1,PCuAC,130,2625375;3437644;3437722;3437777;3437798,unclassified Ruegeria;Ruegeria sp. CF4;Ruegeria sp. H10;Ruegeria sp. M9;Ruegeria sp. P1,unclassified ruegeria,1,FALSE,
WP_480783287.1,PCuAC,134,3437656,Ruegeria sp. CH11,ruegeria sp. ch11,0,TRUE,longest_validated_sequence
WP_480790131.1,PCuAC,133,3437617,Ruegeria sp. BI7,ruegeria sp. bi7,0,TRUE,longest_validated_sequence
WP_480792428.1,PCuAC,137,3437616,Ruegeria sp. BI12,ruegeria sp. bi12,0,TRUE,longest_validated_sequence
WP_480797169.1,PCuAC,137,3437655,Ruegeria sp. CH10,ruegeria sp. ch10,0,TRUE,longest_validated_sequence
WP_480801012.1,PCuAC,137,3437647,Ruegeria sp. CF8,ruegeria sp. cf8,0,TRUE,longest_validated_sequence
WP_480804328.1,PCuAC,137,3437649,Ruegeria sp. CG11,ruegeria sp. cg11,0,TRUE,longest_validated_sequence
WP_480809440.1,PCuAC,134,3437639,Ruegeria sp. CE9,ruegeria sp. ce9,0,TRUE,longest_validated_sequence
WP_480812287.1,PCuAC,137,2625375;3437652;3437696;3437812,unclassified Ruegeria;Ruegeria sp. CG4;Ruegeria sp. D5;Ruegeria sp. D1(2025),unclassified ruegeria,1,FALSE,
WP_480817293.1,PCuAC,137,3437708,Ruegeria sp. F11,ruegeria sp. f11,0,TRUE,longest_validated_sequence
WP_480819443.1,PCuAC,136,1213543;2625375;3437713;3437717;3437718;3437813;3437814;3437815,Ruegeria sp. G7;unclassified Ruegeria;Ruegeria sp. G1;Ruegeria sp. G3;Ruegeria sp. G4;Ruegeria sp. G11(2025);Ruegeria sp. G6(2025);Ruegeria sp. G7(2025),unclassified ruegeria,1,FALSE,
WP_480820109.1,PCuAC,136,3437770,Ruegeria sp. L12,ruegeria sp. l12,0,TRUE,longest_validated_sequence
WP_480826050.1,PCuAC,130,3437770,Ruegeria sp. L12,ruegeria sp. l12,0,FALSE,
WP_480826710.1,PCuAC,137,3437725,Ruegeria sp. H4,ruegeria sp. h4,0,TRUE,longest_validated_sequence
WP_480828532.1,PCuAC,130,3437745,Ruegeria sp. I4,ruegeria sp. i4,0,TRUE,longest_validated_sequence
WP_480829060.1,PCuAC,137,3437719,Ruegeria sp. G5,ruegeria sp. g5,0,TRUE,longest_validated_sequence
WP_480836631.1,PCuAC,133,3437727,Ruegeria sp. H6,ruegeria sp. h6,0,TRUE,longest_validated_sequence
WP_480840567.1,PCuAC,134,2625375;3437735;3437736;3437738;3437740,unclassified Ruegeria;Ruegeria sp. HKCCD6647;Ruegeria sp. HKCCD6647-2;Ruegeria sp. HKCCD7312;Ruegeria sp. HKCCD9138,unclassified ruegeria,1,FALSE,
WP_480847600.1,PCuAC,134,3437737,Ruegeria sp. HKCCD7181,ruegeria sp. hkccd7181,0,TRUE,longest_validated_sequence
WP_480851766.1,PCuAC,137,3437710,Ruegeria sp. F5,ruegeria sp. f5,0,TRUE,longest_validated_sequence
WP_480856983.1,PCuAC,136,2625375;3437714;3437720,unclassified Ruegeria;Ruegeria sp. G10;Ruegeria sp. G9,unclassified ruegeria,1,FALSE,
WP_480863996.1,PCuAC,137,3437724,Ruegeria sp. H3,ruegeria sp. h3,0,TRUE,longest_validated_sequence
WP_480874311.1,PCuAC,137,3437728,Ruegeria sp. H7,ruegeria sp. h7,0,TRUE,longest_validated_sequence
WP_480878479.1,PCuAC,130,2625375;3437732;3437734,unclassified Ruegeria;Ruegeria sp. HKCCD5871-2;Ruegeria sp. HKCCD6426,unclassified ruegeria,1,FALSE,
WP_480884830.1,PCuAC,136,3437715,Ruegeria sp. G12,ruegeria sp. g12,0,TRUE,longest_validated_sequence
WP_480889195.1,PCuAC,137,3437780,Ruegeria sp. N11,ruegeria sp. n11,0,TRUE,longest_validated_sequence
WP_480891769.1,PCuAC,137,3437766,Ruegeria sp. K5,ruegeria sp. k5,0,TRUE,longest_validated_sequence
WP_480894099.1,PCuAC,134,3437700,Ruegeria sp. E1,ruegeria sp. e1,0,TRUE,longest_validated_sequence
WP_480900252.1,PCuAC,137,3437773,Ruegeria sp. M11,ruegeria sp. m11,0,TRUE,longest_validated_sequence
WP_480906195.1,PCuAC,137,3437790,Ruegeria sp. O11,ruegeria sp. o11,0,TRUE,longest_validated_sequence
WP_480913485.1,PCuAC,137,3437768,Ruegeria sp. K7,ruegeria sp. k7,0,TRUE,longest_validated_sequence
WP_480967879.1,PCuAC,137,3437436,Ruegeria sp. AE4,ruegeria sp. ae4,0,TRUE,longest_validated_sequence
WP_480979291.1,PCuAC,128,487698,Stenotrophomonas pavanii,stenotrophomonas pavanii,1,FALSE,
WP_481003261.1,PCuAC,140,2901166,Stutzerimonas sp.,stutzerimonas sp.,0,FALSE,
WP_481022482.1,PCuAC,143,663,Vibrio alginolyticus,vibrio alginolyticus,1,FALSE,
WP_481063801.1,PCuAC,132,55601,Vibrio anguillarum,vibrio anguillarum,1,FALSE,
WP_481069497.1,PCuAC,128,487528,Xanthomonas sp. NCPPB 1132,xanthomonas sp. ncppb 1132,0,TRUE,longest_validated_sequence
WP_481072023.1,PCuAC,143,670,Vibrio parahaemolyticus,vibrio parahaemolyticus,1,FALSE,
WP_481072821.1,PCuAC,143,670,Vibrio parahaemolyticus,vibrio parahaemolyticus,1,FALSE,
WP_481080841.1,PCuAC,132,2614977;3464006;3466737,unclassified Vibrio;Vibrio sp. 9-16B;Vibrio sp. 9-16B-A1,unclassified vibrio,1,FALSE,
WP_481096325.1,PCuAC,128,487572,Xanthomonas sp. NCPPB 901,xanthomonas sp. ncppb 901,0,TRUE,longest_validated_sequence
WP_481100111.1,PCuAC,128,487551,Xanthomonas sp. NCPPB 3174,xanthomonas sp. ncppb 3174,0,TRUE,longest_validated_sequence
WP_481105811.1,PCuAC,126,487537,Xanthomonas sp. NCPPB 1826,xanthomonas sp. ncppb 1826,0,TRUE,longest_validated_sequence
WP_481111687.1,PCuAC,128,487538,Xanthomonas sp. NCPPB 2250,xanthomonas sp. ncppb 2250,0,TRUE,longest_validated_sequence
WP_481115945.1,PCuAC,133,3698345,Zoogloea sp. JDB1,zoogloea sp. jdb1,0,TRUE,longest_validated_sequence
WP_481119795.1,PCuAC,134,3698344,Zoogloea sp. GDB6,zoogloea sp. gdb6,0,TRUE,longest_validated_sequence
WP_481402979.1,PCuAC,123,1978228,Rhizomicrobium sp.,rhizomicrobium sp.,0,TRUE,longest_validated_sequence
WP_481408784.1,PCuAC,136,3416693,Rhizobium sp. KNZ2-6A,rhizobium sp. knz2-6a,0,TRUE,longest_validated_sequence
WP_481418607.1,PCuAC,138,2613769;3416701;3416702,unclassified Rhizobium;Rhizobium sp. SVR5-2C;Rhizobium sp. SVR5-9E,unclassified rhizobium,1,FALSE,
WP_481427809.1,PCuAC,142,3416692,Rhizobium sp. KNZ14-9A,rhizobium sp. knz14-9a,0,TRUE,longest_validated_sequence
WP_481445331.1,PCuAC,128,2963283,Stenotrophomonas muris,stenotrophomonas muris,1,FALSE,
WP_481447753.1,PCuAC,128,2760084,Stenotrophomonas lacuserhaii,stenotrophomonas lacuserhaii,1,FALSE,
WP_481453132.1,PCuAC,128,2963283,Stenotrophomonas muris,stenotrophomonas muris,1,FALSE,
WP_481454793.1,PCuAC,128,216778,Stenotrophomonas rhizophila,stenotrophomonas rhizophila,1,FALSE,
WP_481460501.1,PCuAC,126,216778,Stenotrophomonas rhizophila,stenotrophomonas rhizophila,1,FALSE,
WP_481467593.1,PCuAC,138,216778,Stenotrophomonas rhizophila,stenotrophomonas rhizophila,1,FALSE,
WP_481470064.1,PCuAC,128,2760084,Stenotrophomonas lacuserhaii,stenotrophomonas lacuserhaii,1,FALSE,
WP_481470604.1,PCuAC,128,216778,Stenotrophomonas rhizophila,stenotrophomonas rhizophila,1,FALSE,
WP_481473576.1,PCuAC,128,2760084,Stenotrophomonas lacuserhaii,stenotrophomonas lacuserhaii,1,FALSE,
WP_481474822.1,PCuAC,128,216778,Stenotrophomonas rhizophila,stenotrophomonas rhizophila,1,FALSE,
WP_481485770.1,PCuAC,128,2760084,Stenotrophomonas lacuserhaii,stenotrophomonas lacuserhaii,1,FALSE,
WP_481486048.1,PCuAC,138,216778,Stenotrophomonas rhizophila,stenotrophomonas rhizophila,1,FALSE,
WP_481490211.1,PCuAC,128,216778,Stenotrophomonas rhizophila,stenotrophomonas rhizophila,1,FALSE,
WP_481492079.1,PCuAC,138,216778,Stenotrophomonas rhizophila,stenotrophomonas rhizophila,1,FALSE,
WP_481493012.1,PCuAC,128,216778,Stenotrophomonas rhizophila,stenotrophomonas rhizophila,1,FALSE,
WP_481496270.1,PCuAC,127,216778,Stenotrophomonas rhizophila,stenotrophomonas rhizophila,1,FALSE,
WP_481498754.1,PCuAC,128,2760084,Stenotrophomonas lacuserhaii,stenotrophomonas lacuserhaii,1,FALSE,
WP_481499058.1,PCuAC,128,216778,Stenotrophomonas rhizophila,stenotrophomonas rhizophila,1,FALSE,
WP_481500233.1,PCuAC,128,517011,Stenotrophomonas chelatiphaga,stenotrophomonas chelatiphaga,1,FALSE,
WP_481500427.1,PCuAC,138,216778,Stenotrophomonas rhizophila,stenotrophomonas rhizophila,1,FALSE,
WP_481504457.1,PCuAC,138,216778,Stenotrophomonas rhizophila,stenotrophomonas rhizophila,1,FALSE,
WP_481506340.1,PCuAC,128,216778,Stenotrophomonas rhizophila,stenotrophomonas rhizophila,1,FALSE,
WP_481519439.1,PCuAC,128,216778,Stenotrophomonas rhizophila,stenotrophomonas rhizophila,1,FALSE,
WP_481521041.1,PCuAC,138,216778,Stenotrophomonas rhizophila,stenotrophomonas rhizophila,1,FALSE,
WP_481523619.1,PCuAC,128,3466888,Stenotrophomonas sp. STEN014,stenotrophomonas sp. sten014,0,TRUE,longest_validated_sequence
WP_481525147.1,PCuAC,128,216778,Stenotrophomonas rhizophila,stenotrophomonas rhizophila,1,FALSE,
WP_481540637.1,PCuAC,138,216778,Stenotrophomonas rhizophila,stenotrophomonas rhizophila,1,FALSE,
WP_481541301.1,PCuAC,127,216778,Stenotrophomonas rhizophila,stenotrophomonas rhizophila,1,FALSE,
WP_481558906.1,PCuAC,126,3466907,Stenotrophomonas sp. STEN147,stenotrophomonas sp. sten147,0,TRUE,longest_validated_sequence
WP_481570879.1,PCuAC,128,3466903,Stenotrophomonas sp. STEN056,stenotrophomonas sp. sten056,0,TRUE,longest_validated_sequence
WP_481618621.1,PCuAC,140,52021,Billgrantia desiderata,billgrantia desiderata,1,FALSE,
WP_481664660.1,PCuAC,130,2972673,Rhodovarius sp.,rhodovarius sp.,0,FALSE,
WP_481678020.1,PCuAC,137,2029855,Polynucleobacter sp.,polynucleobacter sp.,0,FALSE,
WP_481711608.1,PCuAC,135,2005166,Tabrizicola sp.,tabrizicola sp.,0,FALSE,
WP_481713733.1,PCuAC,138,2978004,Zwartia sp.,zwartia sp.,0,FALSE,
WP_481718397.1,PCuAC,136,2052990,Aquidulcibacter sp.,aquidulcibacter sp.,0,FALSE,
WP_481728816.1,PCuAC,136,2052990,Aquidulcibacter sp.,aquidulcibacter sp.,0,FALSE,
WP_481741779.1,PCuAC,131,2650926,Aestuariivirga sp.,aestuariivirga sp.,0,FALSE,
WP_481744106.1,PCuAC,134,2650926,Aestuariivirga sp.,aestuariivirga sp.,0,FALSE,
WP_481828406.1,PCuAC,139,3699289,Mesorhizobium sp. DC-1.1,mesorhizobium sp. dc-1.1,0,TRUE,longest_validated_sequence
WP_481837166.1,PCuAC,140,3699291,Mesorhizobium sp. DC-1.5,mesorhizobium sp. dc-1.5,0,TRUE,longest_validated_sequence
WP_481850469.1,PCuAC,140,1874826,Novosphingobium sp.,novosphingobium sp.,0,TRUE,longest_validated_sequence
WP_481868714.1,PCuAC,140,1929291,Reyranella sp.,reyranella sp.,0,FALSE,
WP_481882473.1,PCuAC,139,1929291,Reyranella sp.,reyranella sp.,0,FALSE,
WP_481893151.1,PCuAC,140,1929291,Reyranella sp.,reyranella sp.,0,FALSE,
WP_481894073.1,PCuAC,134,2480087,Rhodopila sp.,rhodopila sp.,0,FALSE,
WP_481916682.1,PCuAC,135,2005166,Tabrizicola sp.,tabrizicola sp.,0,FALSE,
WP_481922611.1,PCuAC,138,2978004,Zwartia sp.,zwartia sp.,0,FALSE,
WP_481931484.1,PCuAC,139,2978004,Zwartia sp.,zwartia sp.,0,FALSE,
WP_481937010.1,PCuAC,136,2005166,Tabrizicola sp.,tabrizicola sp.,0,FALSE,
WP_481939120.1,PCuAC,141,272774,Vreelandella alkaliphila,vreelandella alkaliphila,1,TRUE,longest_validated_sequence
WP_481944481.1,PCuAC,138,1872635,Arenimonas sp.,arenimonas sp.,0,FALSE,
WP_481948123.1,PCuAC,132,356660,Albimonas donghaensis,albimonas donghaensis,1,FALSE,
WP_481951274.1,PCuAC,129,356660,Albimonas donghaensis,albimonas donghaensis,1,FALSE,
WP_481959979.1,PCuAC,136,2052990,Aquidulcibacter sp.,aquidulcibacter sp.,0,FALSE,
WP_481971200.1,PCuAC,139,875171,Celeribacter baekdonensis,celeribacter baekdonensis,1,FALSE,
WP_482012862.1,PCuAC,141,2978008,Jezberella sp.,jezberella sp.,0,TRUE,longest_validated_sequence
WP_482021210.1,PCuAC,133,1904254,Hydrogenophaga sp.,hydrogenophaga sp.,0,FALSE,
WP_482041268.1,PCuAC,129,1907725,Limnohabitans sp.,limnohabitans sp.,0,FALSE,
WP_482041381.1,PCuAC,134,1907725,Limnohabitans sp.,limnohabitans sp.,0,FALSE,
WP_482085810.1,PCuAC,132,210512,Sandarakinorhabdus limnophila,sandarakinorhabdus limnophila,1,FALSE,
WP_482088340.1,PCuAC,134,1902408,Sphingorhabdus sp.,sphingorhabdus sp.,0,FALSE,
WP_482088552.1,PCuAC,137,1461694,Pseudooceanicola atlanticus,pseudooceanicola atlanticus,1,FALSE,
WP_482093598.1,PCuAC,139,1929291,Reyranella sp.,reyranella sp.,0,FALSE,
WP_482107859.1,PCuAC,136,1914329,Roseicyclus sp.,roseicyclus sp.,0,FALSE,
WP_482110952.1,PCuAC,140,306,Pseudomonas sp.,pseudomonas sp.,0,FALSE,
WP_482119691.1,PCuAC,141,1929291,Reyranella sp.,reyranella sp.,0,FALSE,
WP_482127000.1,PCuAC,131,2745494,Pseudomonas shirazensis,pseudomonas shirazensis,1,FALSE,
WP_482191145.1,PCuAC,132,1907725,Limnohabitans sp.,limnohabitans sp.,0,FALSE,
WP_482192777.1,PCuAC,133,1907725,Limnohabitans sp.,limnohabitans sp.,0,FALSE,
WP_482214146.1,PCuAC,140,1929291,Reyranella sp.,reyranella sp.,0,FALSE,
WP_482223165.1,PCuAC,141,1929291,Reyranella sp.,reyranella sp.,0,FALSE,
WP_482224230.1,PCuAC,139,1929291,Reyranella sp.,reyranella sp.,0,FALSE,
WP_482232487.1,PCuAC,140,1929291,Reyranella sp.,reyranella sp.,0,FALSE,
WP_482233688.1,PCuAC,139,1929291,Reyranella sp.,reyranella sp.,0,FALSE,
WP_482264063.1,PCuAC,134,2005166,Tabrizicola sp.,tabrizicola sp.,0,FALSE,
WP_482272533.1,PCuAC,137,2650926,Aestuariivirga sp.,aestuariivirga sp.,0,FALSE,
WP_482273430.1,PCuAC,134,2650926,Aestuariivirga sp.,aestuariivirga sp.,0,FALSE,
WP_482292230.1,PCuAC,138,2978004,Zwartia sp.,zwartia sp.,0,FALSE,
WP_482295894.1,PCuAC,139,2978004,Zwartia sp.,zwartia sp.,0,FALSE,
WP_482346006.1,PCuAC,136,2052990,Aquidulcibacter sp.,aquidulcibacter sp.,0,FALSE,
WP_482359289.1,PCuAC,142,3466786,Ancylobacter sp. TW_SC_1,ancylobacter sp. tw_sc_1,0,TRUE,longest_validated_sequence
WP_482407536.1,PCuAC,143,1534803,Bradyrhizobium ferriligni,bradyrhizobium ferriligni,1,TRUE,longest_validated_sequence
WP_482560697.1,PCuAC,138,2939647,Pseudotabrizicola sp.,pseudotabrizicola sp.,0,FALSE,
WP_482564186.1,PCuAC,133,2939647,Pseudotabrizicola sp.,pseudotabrizicola sp.,0,FALSE,
WP_482576552.1,PCuAC,133,50421,Rhodoferax sp.,rhodoferax sp.,0,FALSE,
WP_482583522.1,PCuAC,136,3157337,Pseudogulbenkiania sp. AW2-16,pseudogulbenkiania sp. aw2-16,0,TRUE,longest_validated_sequence
WP_482592174.1,PCuAC,133,1061,Rhodobacter capsulatus,rhodobacter capsulatus,1,FALSE,
WP_482608770.1,PCuAC,138,2029855,Polynucleobacter sp.,polynucleobacter sp.,0,FALSE,
WP_482644740.1,PCuAC,134,282683,Salipiger thiooxidans,salipiger thiooxidans,1,FALSE,
WP_482651978.1,PCuAC,132,210512,Sandarakinorhabdus limnophila,sandarakinorhabdus limnophila,1,FALSE,
WP_482668646.1,PCuAC,132,210512,Sandarakinorhabdus limnophila,sandarakinorhabdus limnophila,1,FALSE,
WP_482677270.1,PCuAC,134,3701334,Thiomonas sp. DCM-2,thiomonas sp. dcm-2,0,TRUE,longest_validated_sequence
WP_482688051.1,PCuAC,132,2005166,Tabrizicola sp.,tabrizicola sp.,0,FALSE,
WP_482698872.1,PCuAC,139,190895,Vibrio rotiferianus,vibrio rotiferianus,1,FALSE,
WP_482739848.1,PCuAC,140,2968969,Stutzerimonas frequens,stutzerimonas frequens,1,FALSE,
WP_482756894.1,PCuAC,140,1872479,Alsobacter sp.,alsobacter sp.,0,TRUE,longest_validated_sequence
WP_482759189.1,PCuAC,138,1872635,Arenimonas sp.,arenimonas sp.,0,FALSE,
WP_482760679.1,PCuAC,129,2052990,Aquidulcibacter sp.,aquidulcibacter sp.,0,FALSE,
WP_482762510.1,PCuAC,136,2052990,Aquidulcibacter sp.,aquidulcibacter sp.,0,FALSE,
WP_482774161.1,PCuAC,138,2870721,Falsiroseomonas sp.,falsiroseomonas sp.,0,TRUE,longest_validated_sequence
WP_482818189.1,PCuAC,132,210512,Sandarakinorhabdus limnophila,sandarakinorhabdus limnophila,1,FALSE,
WP_482820087.1,PCuAC,139,1929291,Reyranella sp.,reyranella sp.,0,FALSE,
WP_482849377.1,PCuAC,137,74316,Brevundimonas aurantiaca,brevundimonas aurantiaca,1,FALSE,
WP_482867572.1,PCuAC,130,3472686,Alterinioella sp. B-7,alterinioella sp. b-7,0,TRUE,longest_validated_sequence
WP_482874354.1,PCuAC,122,3479383,Litorisediminivivens sp. KMU-197,litorisediminivivens sp. kmu-197,0,TRUE,longest_validated_sequence
WP_482898215.1,PCuAC,133,373040,Massilia aurea,massilia aurea,1,FALSE,
WP_482960262.1,PCuAC,141,334852,Methylobacterium oryzae,methylobacterium oryzae,1,FALSE,
WP_482966514.1,PCuAC,131,3699025,Pseudomonas sp. FA-1,pseudomonas sp. fa-1,0,TRUE,longest_validated_sequence
WP_482967280.1,PCuAC,133,3472675,Roseovarius sp. B-10,roseovarius sp. b-10,0,FALSE,
WP_482969129.1,PCuAC,134,3472675,Roseovarius sp. B-10,roseovarius sp. b-10,0,TRUE,longest_validated_sequence
WP_482992168.1,PCuAC,128,3466902,Stenotrophomonas sp. STEN054,stenotrophomonas sp. sten054,0,TRUE,longest_validated_sequence
WP_482994444.1,PCuAC,128,216778,Stenotrophomonas rhizophila,stenotrophomonas rhizophila,1,FALSE,
WP_483000974.1,PCuAC,138,3475831,Stenotrophomonas sp. K-6,stenotrophomonas sp. k-6,0,TRUE,longest_validated_sequence
WP_483002907.1,PCuAC,128,3475833,Stenotrophomonas sp. 22LJNL06-5-1,stenotrophomonas sp. 22ljnl06-5-1,0,TRUE,longest_validated_sequence
WP_483007843.1,PCuAC,128,216778,Stenotrophomonas rhizophila,stenotrophomonas rhizophila,1,FALSE,
