species,taxid,organism_name,nirK_present,pcuac_present,class,nirK_rep_accession,pcuac_rep_accession,species_resolved,nirK_length,nirK_molecular_weight,nirK_isoelectric_point,nirK_gravy,nirK_aromaticity,nirK_aa_frac_A,nirK_aa_frac_C,nirK_aa_frac_D,nirK_aa_frac_E,nirK_aa_frac_F,nirK_aa_frac_G,nirK_aa_frac_H,nirK_aa_frac_I,nirK_aa_frac_K,nirK_aa_frac_L,nirK_aa_frac_M,nirK_aa_frac_N,nirK_aa_frac_P,nirK_aa_frac_Q,nirK_aa_frac_R,nirK_aa_frac_S,nirK_aa_frac_T,nirK_aa_frac_V,nirK_aa_frac_W,nirK_aa_frac_Y,pcuac_length,pcuac_molecular_weight,pcuac_isoelectric_point,pcuac_gravy,pcuac_aromaticity,pcuac_aa_frac_A,pcuac_aa_frac_C,pcuac_aa_frac_D,pcuac_aa_frac_E,pcuac_aa_frac_F,pcuac_aa_frac_G,pcuac_aa_frac_H,pcuac_aa_frac_I,pcuac_aa_frac_K,pcuac_aa_frac_L,pcuac_aa_frac_M,pcuac_aa_frac_N,pcuac_aa_frac_P,pcuac_aa_frac_Q,pcuac_aa_frac_R,pcuac_aa_frac_S,pcuac_aa_frac_T,pcuac_aa_frac_V,pcuac_aa_frac_W,pcuac_aa_frac_Y
massilia hydrophila,3044279,Massilia hydrophila,0,1,pcuac_only,NA,WP_225238827.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,131,14034.29,9.684,0.1008,0.0229,0.1374,0.0,0.03817,0.05344,0.00763,0.07634,0.03053,0.03053,0.03817,0.09924,0.06107,0.0,0.05344,0.05344,0.07634,0.06107,0.0458,0.12214,0.00763,0.00763
nonomuraea gerenzanensis,93944,Nonomuraea gerenzanensis,0,1,pcuac_only,NA,WP_225270565.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,133,13758.82,6.903,0.1414,0.03759,0.09774,0.00752,0.02256,0.05263,0.03008,0.12782,0.03008,0.04511,0.03759,0.09023,0.04511,0.01504,0.08271,0.02256,0.03759,0.03759,0.12782,0.08271,0.00752,0.0
nonomuraea aurantiaca,2878562,Nonomuraea aurantiaca,0,1,pcuac_only,NA,WP_225300887.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,133,13703.94,6.966,0.2459,0.03759,0.1203,0.00752,0.02256,0.06015,0.03008,0.13534,0.03759,0.06767,0.05263,0.09023,0.05263,0.01504,0.08271,0.00752,0.03008,0.03759,0.07519,0.06767,0.00752,0.0
agrobacterium tomkonis,1368456;3422672;3422673;357,Agrobacterium;Agrobacterium tomkonis RTP8;Agrobacterium sp. 22-210-1;Agrobacterium sp. 22-211-1,0,1,pcuac_only,NA,WP_225339859.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,142,14919.22,7.863,0.069,0.0493,0.10563,0.00704,0.0493,0.05634,0.04225,0.10563,0.02817,0.0493,0.09859,0.06338,0.05634,0.02113,0.04225,0.02113,0.01408,0.07042,0.05634,0.10563,0.0,0.00704
bradyrhizobium australafricanum,2821406,Bradyrhizobium australafricanum,0,1,pcuac_only,NA,WP_225647470.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,143,15151.47,9.187,-0.1224,0.03497,0.09091,0.0,0.06294,0.04196,0.01399,0.11888,0.02797,0.04196,0.09091,0.1049,0.04895,0.02098,0.04895,0.02098,0.03497,0.04196,0.08392,0.08392,0.00699,0.01399
bradyrhizobium hereditatis,2821405,Bradyrhizobium hereditatis,0,1,pcuac_only,NA,WP_225669088.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,141,15016.37,8.862,-0.0738,0.04965,0.10638,0.0,0.04255,0.05674,0.02837,0.11348,0.02837,0.03546,0.0922,0.11348,0.05674,0.02837,0.04965,0.03546,0.02128,0.04965,0.04965,0.07092,0.00709,0.01418
thalassolituus marinus,671053,Thalassolituus marinus,0,1,pcuac_only,NA,WP_225677487.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,130,13962.92,4.988,0.21,0.04615,0.08462,0.00769,0.03077,0.06923,0.03846,0.07692,0.03846,0.03846,0.00769,0.13077,0.06154,0.04615,0.05385,0.03846,0.03846,0.1,0.04615,0.08462,0.0,0.00769
thalassolituus alkanivorans,187492;2742965;2881055,Thalassolituus;Thalassolituus sp. ST750PaO-4;Thalassolituus alkanivorans,0,1,pcuac_only,NA,WP_225692237.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,128,13776.96,5.433,0.2883,0.03125,0.07812,0.00781,0.04688,0.05469,0.02344,0.07031,0.03125,0.04688,0.02344,0.17969,0.04688,0.01562,0.0625,0.03125,0.04688,0.07812,0.08594,0.0625,0.0,0.00781
bradyrhizobium cenepequi,2821403,Bradyrhizobium cenepequi,0,1,pcuac_only,NA,WP_454621601.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,145,15336.52,5.265,0.1552,0.04138,0.11034,0.0,0.03448,0.06207,0.02759,0.09655,0.02069,0.05517,0.01379,0.11724,0.04828,0.02759,0.06897,0.03448,0.05517,0.06897,0.07586,0.06897,0.0069,0.0069
bradyrhizobium semiaridum,2821404,Bradyrhizobium semiaridum,0,1,pcuac_only,NA,WP_225710901.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,142,14850.22,9.434,-0.0704,0.02113,0.10563,0.0,0.06338,0.03521,0.00704,0.12676,0.02113,0.05634,0.09155,0.10563,0.0493,0.02817,0.05634,0.02817,0.03521,0.03521,0.06338,0.07746,0.00704,0.00704
ideonella benzenivorans,2831643,Ideonella benzenivorans,0,1,pcuac_only,NA,WP_225861482.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,134,13835.05,9.397,0.1993,0.02985,0.13433,0.0,0.04478,0.02985,0.00746,0.11194,0.02985,0.00746,0.06716,0.09701,0.05224,0.00746,0.0597,0.03731,0.02985,0.03731,0.08209,0.14179,0.01493,0.00746
terrihabitans soli,708113,Terrihabitans soli,0,1,pcuac_only,NA,WP_225873939.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,141,14792.72,5.937,-0.0007,0.05674,0.12766,0.0,0.02837,0.07801,0.02837,0.11348,0.03546,0.06383,0.05674,0.09929,0.02128,0.02837,0.05674,0.01418,0.02837,0.04965,0.08511,0.05674,0.00709,0.02128
zeimonas arvi,2498847,Zeimonas arvi,0,1,pcuac_only,NA,WP_225878974.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,144,15147.49,8.087,0.0368,0.04167,0.14583,0.0,0.02778,0.06944,0.03472,0.10417,0.02778,0.02778,0.0625,0.08333,0.07639,0.03472,0.04861,0.02083,0.04167,0.0625,0.04167,0.08333,0.00694,0.0
gemmobacter serpentinus,2652247,Gemmobacter serpentinus,0,1,pcuac_only,NA,WP_226341111.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,139,14269.37,4.939,0.3676,0.04317,0.13669,0.0,0.05755,0.04317,0.04317,0.11511,0.03597,0.02878,0.03597,0.1223,0.05755,0.01439,0.05755,0.02158,0.01439,0.02878,0.10791,0.07914,0.0,0.0
shewanella glacialimarina,2590884,Shewanella glacialimarina,0,1,pcuac_only,NA,WP_226413336.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,132,14140.31,6.39,0.1939,0.02273,0.13636,0.0,0.03788,0.06061,0.01515,0.05303,0.05303,0.06061,0.06818,0.14394,0.0303,0.05303,0.03788,0.04545,0.01515,0.04545,0.04545,0.09091,0.0,0.00758
dechloromonas denitrificans,281362,Dechloromonas denitrificans,0,1,pcuac_only,NA,WP_226419501.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,137,14488.93,9.434,-0.0336,0.0146,0.12409,0.0,0.06569,0.0365,0.0073,0.08759,0.0365,0.0292,0.09489,0.09489,0.05839,0.0292,0.07299,0.0219,0.0365,0.0146,0.05839,0.12409,0.0,0.0073
quatrionicoccus australiensis,138118,Quatrionicoccus australiensis,0,1,pcuac_only,NA,WP_226440521.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,132,14269.8,9.443,0.0348,0.0303,0.09848,0.00758,0.06818,0.03788,0.02273,0.08333,0.03788,0.06061,0.10606,0.12121,0.04545,0.02273,0.06061,0.02273,0.03788,0.0303,0.03788,0.09091,0.0,0.00758
shewanella chilikensis,22;558541;768528;558541,Shewanella chilikensis,0,1,pcuac_only,NA,WP_226684193.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,128,13831.02,6.387,0.1648,0.04688,0.11719,0.0,0.01562,0.0625,0.03125,0.07031,0.05469,0.0625,0.03906,0.14062,0.05469,0.03906,0.07031,0.04688,0.02344,0.05469,0.05469,0.04688,0.0,0.01562
microvirga lenta,2881337,Microvirga lenta,0,1,pcuac_only,NA,WP_226738305.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,142,15171.43,9.344,-0.1592,0.05634,0.11268,0.0,0.02113,0.07042,0.02817,0.12676,0.04225,0.02113,0.05634,0.10563,0.0493,0.00704,0.07042,0.02817,0.05634,0.03521,0.07042,0.07042,0.00704,0.02113
alishewanella maricola,111142;2795740;2994676;3461144;3461145,Alishewanella;Alishewanella maricola;Alishewanella sp. SMS8;Alishewanella sp. HL-SH06;Alishewanella sp. HL-SH05,0,1,pcuac_only,NA,WP_226749530.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,128,13774.86,4.979,0.3,0.0625,0.11719,0.01562,0.03125,0.0625,0.05469,0.0625,0.02344,0.04688,0.01562,0.10938,0.05469,0.00781,0.07031,0.07031,0.03906,0.07812,0.05469,0.07812,0.0,0.00781
methylobacillus caricis,1971611,Methylobacillus caricis,0,1,pcuac_only,NA,WP_226756863.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,132,14293.78,6.963,0.2288,0.04545,0.13636,0.00758,0.05303,0.04545,0.02273,0.06818,0.03788,0.04545,0.06818,0.11364,0.06061,0.02273,0.06061,0.04545,0.0303,0.01515,0.03788,0.10606,0.00758,0.01515
methylobacillus gramineus,755169,Methylobacillus gramineus,0,1,pcuac_only,NA,WP_226770573.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,133,14696.13,8.02,0.0301,0.04511,0.10526,0.0,0.03759,0.06015,0.01504,0.05263,0.03759,0.08271,0.07519,0.09774,0.06767,0.03759,0.04511,0.04511,0.03008,0.06015,0.04511,0.07519,0.00752,0.02256
pseudorhizobium xiangyangii,2883104,Pseudorhizobium xiangyangii,0,1,pcuac_only,NA,WP_226785585.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,139,14376.6,5.932,0.2309,0.03597,0.16547,0.0,0.03597,0.07194,0.03597,0.09353,0.03597,0.02878,0.06475,0.07914,0.06475,0.00719,0.05755,0.02878,0.02158,0.05755,0.04317,0.10791,0.0,0.0
fulverythrobacter ferritrahens,2755038,Fulverythrobacter ferritrahens,0,1,pcuac_only,NA,WP_226796195.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,140,14932.16,10.341,-0.1464,0.04286,0.1,0.0,0.02143,0.04286,0.02857,0.11429,0.03571,0.05714,0.04286,0.09286,0.05,0.01429,0.07857,0.06429,0.06429,0.08571,0.03571,0.05714,0.00714,0.00714
pseudogemmobacter faecipullorum,2755041,Pseudogemmobacter faecipullorum,0,1,pcuac_only,NA,WP_226937725.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,154,16376.58,4.99,0.1234,0.03896,0.11688,0.0,0.03896,0.08442,0.03247,0.11039,0.03896,0.05195,0.00649,0.14286,0.03896,0.02597,0.05195,0.02597,0.05844,0.02597,0.09091,0.05195,0.0,0.00649
marinobacter xestospongiae,2742;2817656;994319;994319,Marinobacter xestospongiae,0,1,pcuac_only,NA,WP_227172011.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,137,14696.61,5.009,-0.0197,0.0292,0.10219,0.0,0.07299,0.06569,0.0073,0.09489,0.07299,0.0365,0.0073,0.11679,0.06569,0.0146,0.07299,0.0219,0.0438,0.05839,0.0365,0.08759,0.0073,0.0146
leeia speluncae,2884804,Leeia speluncae,0,1,pcuac_only,NA,WP_227181305.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,130,14504.71,9.131,-0.2246,0.08462,0.08462,0.0,0.03077,0.07692,0.05385,0.06154,0.05385,0.02308,0.10769,0.06923,0.06154,0.03077,0.04615,0.01538,0.02308,0.07692,0.04615,0.10769,0.00769,0.02308
acidisoma silvae,2802396,Acidisoma silvae,0,1,pcuac_only,NA,WP_227321691.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,138,14100.26,6.168,0.6225,0.05072,0.15217,0.0,0.03623,0.01449,0.02174,0.07971,0.03623,0.05797,0.01449,0.11594,0.03623,0.00725,0.07971,0.02174,0.02174,0.07971,0.10145,0.0942,0.00725,0.02174
roseitranquillus sediminis,2809051,Roseitranquillus sediminis,0,1,pcuac_only,NA,WP_227420072.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,133,13687.59,4.556,0.2707,0.03759,0.14286,0.0,0.02256,0.09023,0.02256,0.11278,0.01504,0.06767,0.00752,0.08271,0.04511,0.02256,0.09023,0.01504,0.04511,0.04511,0.07519,0.08271,0.00752,0.00752
marinobacter vulgaris,1928331,Marinobacter vulgaris,0,1,pcuac_only,NA,WP_227538089.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,140,14865.85,5.044,0.0129,0.04286,0.08571,0.0,0.03571,0.07143,0.02143,0.07143,0.03571,0.05,0.03571,0.08571,0.06429,0.04286,0.07857,0.0,0.02143,0.1,0.1,0.07857,0.00714,0.01429
marinobacter halophilus,1323740,Marinobacter halophilus,0,1,pcuac_only,NA,WP_227663401.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,136,14728.03,5.212,0.0441,0.02941,0.08088,0.00735,0.04412,0.06618,0.00735,0.08824,0.03676,0.07353,0.02206,0.10294,0.08088,0.02206,0.08088,0.04412,0.04412,0.06618,0.04412,0.06618,0.00735,0.01471
arthrobacter caoxuetaonis,1663;1667;2886935;2886935,Arthrobacter caoxuetaonis,0,1,pcuac_only,NA,WP_227894152.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,133,12976.45,4.05,0.3632,0.03008,0.21805,0.00752,0.05263,0.07519,0.01504,0.14286,0.02256,0.01504,0.02256,0.10526,0.05263,0.01504,0.02256,0.02256,0.0,0.03759,0.09023,0.06767,0.00752,0.00752
phyllobacterium meliloti,555317,Phyllobacterium meliloti,0,1,pcuac_only,NA,WP_227987381.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,135,14353.61,6.297,0.017,0.03704,0.14074,0.0,0.02963,0.08889,0.02963,0.0963,0.02222,0.03704,0.08148,0.11111,0.05185,0.02222,0.04444,0.04444,0.02963,0.02222,0.05926,0.08148,0.0,0.00741
venatoribacter cucullus,2661630,Venatoribacter cucullus,0,1,pcuac_only,NA,WP_228344965.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,130,13750.66,5.005,0.1115,0.03846,0.11538,0.00769,0.03077,0.06923,0.02308,0.10769,0.03077,0.03846,0.00769,0.12308,0.05385,0.06154,0.06923,0.03077,0.04615,0.04615,0.04615,0.07692,0.01538,0.0
halarcobacter ebronensis,1462615;1462615;2321115;2321133,Halarcobacter ebronensis;Halarcobacter;Halarcobacter sp.,0,1,pcuac_only,NA,WP_417332966.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,135,14385.7,9.332,0.043,0.03704,0.07407,0.0,0.04444,0.04444,0.02222,0.07407,0.02963,0.04444,0.11111,0.1037,0.04444,0.04444,0.05185,0.01481,0.00741,0.08148,0.07407,0.11852,0.0,0.01481
halocynthiibacter styelae,2761955,Halocynthiibacter styelae,0,1,pcuac_only,NA,WP_228847961.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,135,14506.29,5.616,-0.0252,0.05185,0.13333,0.0,0.05926,0.05926,0.04444,0.0963,0.06667,0.04444,0.01481,0.05926,0.06667,0.03704,0.02963,0.03704,0.05185,0.04444,0.05185,0.0963,0.0,0.00741
bradyrhizobium altum,1571202,Bradyrhizobium altum,0,1,pcuac_only,NA,WP_229170342.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,143,15240.52,9.187,-0.1769,0.03497,0.07692,0.0,0.06294,0.04196,0.01399,0.11189,0.02797,0.04196,0.09091,0.0979,0.04895,0.02797,0.04895,0.02098,0.03497,0.04895,0.09091,0.09091,0.00699,0.01399
bradyrhizobium oropedii,1571201,Bradyrhizobium oropedii,0,1,pcuac_only,NA,WP_229183770.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,143,15140.36,8.927,-0.107,0.03497,0.1049,0.0,0.06294,0.04196,0.02098,0.1049,0.02797,0.03497,0.08392,0.0979,0.04895,0.03497,0.04196,0.02098,0.03497,0.04196,0.09091,0.09091,0.00699,0.00699
bradyrhizobium acaciae,2683706,Bradyrhizobium acaciae,0,1,pcuac_only,NA,WP_229196622.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,143,15110.33,8.927,-0.0895,0.03497,0.11189,0.0,0.06294,0.04196,0.02098,0.1049,0.02797,0.03497,0.08392,0.0979,0.04895,0.03497,0.04196,0.02098,0.03497,0.04196,0.08392,0.09091,0.00699,0.00699
unclassified rheinheimera,115860;2892446;2910157,unclassified Rheinheimera;Rheinheimera sp. UJ51;Rheinheimera sp. UJ63,0,1,pcuac_only,NA,WP_229585323.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,128,13783.87,5.178,0.3023,0.0625,0.11719,0.01562,0.03125,0.0625,0.05469,0.0625,0.03125,0.04688,0.01562,0.10938,0.05469,0.00781,0.07031,0.0625,0.03906,0.07812,0.05469,0.07812,0.0,0.00781
pseudomonas oryzagri,2892443,Pseudomonas oryzagri,0,1,pcuac_only,NA,WP_229606468.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,144,15524.63,6.822,-0.191,0.05556,0.14583,0.0,0.03472,0.0625,0.04167,0.08333,0.0625,0.02083,0.05556,0.11806,0.03472,0.03472,0.06944,0.05556,0.03472,0.03472,0.03472,0.0625,0.00694,0.00694
paracoccus acridae,1795310,Paracoccus acridae,0,1,pcuac_only,NA,WP_229665369.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,133,13681.42,4.305,0.2579,0.04511,0.16541,0.0,0.05263,0.08271,0.03008,0.09774,0.02256,0.06015,0.02256,0.08271,0.05263,0.01504,0.06015,0.01504,0.02256,0.06015,0.07519,0.06767,0.00752,0.00752
neptunicoccus cionae,2035344,Neptunicoccus cionae,0,1,pcuac_only,NA,WP_229678577.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,136,14046.98,5.192,0.2544,0.05147,0.09559,0.0,0.05147,0.05147,0.04412,0.13235,0.02941,0.03676,0.04412,0.11029,0.03676,0.02206,0.05147,0.02206,0.02206,0.05147,0.08824,0.10294,0.0,0.00735
marinobacterium zhoushanense,1679163,Marinobacterium zhoushanense,0,1,pcuac_only,NA,WP_229680716.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,131,13820.75,6.024,0.1115,0.0229,0.1374,0.0,0.0458,0.03817,0.01527,0.0687,0.03053,0.03053,0.01527,0.14504,0.0458,0.0229,0.06107,0.07634,0.05344,0.09924,0.03053,0.07634,0.0,0.00763
aidingimonas halophila,574349,Aidingimonas halophila,0,1,pcuac_only,NA,WP_229806399.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,128,14083.67,4.323,-0.0813,0.07031,0.07812,0.0,0.07812,0.10156,0.04688,0.05469,0.02344,0.01562,0.03125,0.11719,0.04688,0.03125,0.03906,0.02344,0.03906,0.10938,0.03125,0.10938,0.0,0.02344
aliiroseovarius zhejiangensis,1632025,Aliiroseovarius zhejiangensis,0,1,pcuac_only,NA,WP_229836658.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,140,14845.86,4.938,0.0793,0.06429,0.13571,0.0,0.04286,0.07857,0.05714,0.12857,0.03571,0.05714,0.02857,0.05714,0.08571,0.02857,0.02857,0.04286,0.03571,0.04286,0.04286,0.06429,0.0,0.00714
campylobacter suis,2790657,Campylobacter suis,0,1,pcuac_only,NA,WP_230057397.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,129,13966.14,5.906,0.131,0.03101,0.07752,0.0,0.06977,0.05426,0.02326,0.06202,0.03876,0.08527,0.10078,0.12403,0.06202,0.06977,0.00775,0.00775,0.0,0.10078,0.03101,0.07752,0.0,0.00775
methylovorus menthalis,1002227,Methylovorus menthalis,0,1,pcuac_only,NA,WP_230335977.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,131,14192.26,6.452,0.1061,0.06107,0.12977,0.00763,0.05344,0.03817,0.0229,0.05344,0.03053,0.0229,0.0458,0.12977,0.05344,0.0229,0.03817,0.03817,0.03817,0.08397,0.07634,0.07634,0.01527,0.0229
methylobacillus arboreus,755170,Methylobacillus arboreus,0,1,pcuac_only,NA,WP_230342008.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,132,14461.87,7.903,0.1909,0.04545,0.09091,0.00758,0.05303,0.04545,0.02273,0.05303,0.0303,0.06061,0.07576,0.12121,0.04545,0.0303,0.04545,0.03788,0.0303,0.06061,0.06061,0.10606,0.01515,0.00758
methylovorus mays,184077,Methylovorus mays,0,1,pcuac_only,NA,WP_230344196.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,131,14161.21,6.297,0.1252,0.05344,0.12214,0.00763,0.05344,0.03817,0.0229,0.0687,0.0458,0.0229,0.03817,0.1374,0.05344,0.0229,0.03053,0.03817,0.03817,0.0687,0.08397,0.07634,0.01527,0.01527
methylobacillus methanolivorans,1848927,Methylobacillus methanolivorans,0,1,pcuac_only,NA,WP_230346968.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,133,14675.09,8.711,0.0504,0.05263,0.07519,0.00752,0.04511,0.06015,0.02256,0.06015,0.03008,0.05263,0.09023,0.11278,0.03759,0.03759,0.05263,0.03008,0.03008,0.05263,0.05263,0.1203,0.01504,0.01504
microvirga roseola,2883126,Microvirga roseola,0,1,pcuac_only,NA,WP_230534378.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,141,14865.12,6.514,0.0234,0.04255,0.09929,0.0,0.02837,0.08511,0.02128,0.13475,0.03546,0.04965,0.06383,0.10638,0.04255,0.00709,0.06383,0.01418,0.04255,0.04965,0.04965,0.08511,0.00709,0.01418
uncultured reyranella,2035356;735512;735512,uncultured Reyranella sp.,0,1,pcuac_only,NA,WP_230552482.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,141,15109.5,8.086,0.1071,0.04255,0.12766,0.0,0.05674,0.04255,0.02837,0.07092,0.02837,0.04965,0.05674,0.08511,0.07092,0.01418,0.04965,0.02128,0.04965,0.06383,0.08511,0.08511,0.00709,0.00709
seohaeicola saemankumensis,2042026;481178;481181;481181,Seohaeicola saemankumensis,0,1,pcuac_only,NA,WP_230801484.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,137,14672.69,4.972,0.1073,0.0438,0.12409,0.0,0.06569,0.07299,0.0365,0.10219,0.0438,0.05109,0.0219,0.07299,0.07299,0.0146,0.0365,0.0365,0.05109,0.0365,0.05109,0.10219,0.0,0.0073
pseudomonas wenzhouensis,2906062,Pseudomonas wenzhouensis,0,1,pcuac_only,NA,WP_230927757.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,140,15299.51,6.305,-0.0707,0.05714,0.13571,0.0,0.04286,0.07143,0.03571,0.06429,0.06429,0.02143,0.06429,0.10714,0.03571,0.00714,0.06429,0.06429,0.02857,0.02857,0.03571,0.10714,0.00714,0.01429
dietzia aurantiaca,983873,Dietzia aurantiaca,0,1,pcuac_only,NA,WP_230930592.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,131,13781.61,4.547,0.0405,0.06107,0.1145,0.00763,0.03817,0.09924,0.05344,0.1374,0.01527,0.03817,0.03053,0.07634,0.0687,0.01527,0.0458,0.0229,0.03817,0.03053,0.09924,0.06107,0.00763,0.0
thiomicrolovo sulfuroxydans,2771471;2894755;3400151,Sulfurimonadaceae;Thiomicrolovo sulfuroxydans;Sulfurimonas sp. ST-25,0,1,pcuac_only,NA,WP_231018818.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,135,14242.6,9.416,0.1067,0.02963,0.1037,0.00741,0.02222,0.04444,0.02222,0.08889,0.02222,0.05926,0.07407,0.0963,0.05926,0.05185,0.05926,0.03704,0.02222,0.05185,0.08889,0.08148,0.0,0.00741
massilia phyllostachyos,2898585,Massilia phyllostachyos,0,1,pcuac_only,NA,WP_231057442.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,130,13852.96,10.094,0.0585,0.04615,0.15385,0.0,0.05385,0.03077,0.03077,0.07692,0.02308,0.01538,0.04615,0.06923,0.05385,0.01538,0.05385,0.04615,0.07692,0.05385,0.04615,0.13846,0.00769,0.00769
bradyrhizobium ontarionense,2898149,Bradyrhizobium ontarionense,0,1,pcuac_only,NA,WP_231324729.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,141,14600.87,6.277,0.1745,0.03546,0.12766,0.0,0.04255,0.05674,0.01418,0.12057,0.02128,0.03546,0.06383,0.13475,0.04255,0.01418,0.06383,0.02128,0.02837,0.04255,0.07092,0.07801,0.00709,0.01418
pseudomonas californiensis,2829823,Pseudomonas californiensis,0,1,pcuac_only,NA,WP_231652950.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,134,14331.65,6.352,0.3164,0.05224,0.15672,0.0,0.05224,0.03731,0.02985,0.0597,0.05224,0.02985,0.05224,0.12687,0.03731,0.01493,0.08209,0.05224,0.02239,0.02985,0.02239,0.1194,0.01493,0.00746
ottowia caeni,2870339,Ottowia caeni,0,1,pcuac_only,NA,WP_231693539.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,133,13985.3,9.571,0.1692,0.03759,0.15789,0.0,0.03759,0.04511,0.02256,0.07519,0.03759,0.02256,0.07519,0.09023,0.06015,0.00752,0.06015,0.02256,0.03759,0.06015,0.06015,0.11278,0.00752,0.00752
microbulbifer elongatus,86173,Microbulbifer elongatus,0,1,pcuac_only,NA,WP_231759317.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,127,13533.75,9.513,0.3669,0.0315,0.13386,0.0,0.02362,0.04724,0.01575,0.09449,0.06299,0.01575,0.01575,0.14961,0.0315,0.00787,0.06299,0.05512,0.07087,0.0315,0.01575,0.14961,0.0,0.01575
pelagibacterium xiamenense,2901140,Pelagibacterium xiamenense,0,1,pcuac_only,NA,WP_231803611.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,142,14506.33,4.441,0.3155,0.0493,0.16901,0.00704,0.03521,0.07746,0.04225,0.11268,0.02817,0.03521,0.00704,0.08451,0.0493,0.04225,0.05634,0.02113,0.02817,0.03521,0.07042,0.09155,0.0,0.00704
pseudomonas petroselini,2899822,Pseudomonas petroselini,0,1,pcuac_only,NA,WP_231808430.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,133,13800.8,6.554,0.0714,0.02256,0.1203,0.0,0.06767,0.02256,0.00752,0.09774,0.03759,0.02256,0.06015,0.09023,0.06015,0.00752,0.05263,0.05263,0.02256,0.07519,0.06767,0.1203,0.00752,0.00752
azotobacter vinelandii,1283330;1283331;3083257;322710;352;354;1314750;354,Azotobacter;Azotobacter vinelandii;Azotobacter vinelandii DJ;Azotobacter vinelandii CA;Azotobacter vinelandii CA6;Azotobacter sp. NL3,0,1,pcuac_only,NA,WP_231876257.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,139,15228.35,6.722,-0.2014,0.05755,0.11511,0.00719,0.02878,0.09353,0.04317,0.07194,0.05036,0.04317,0.05036,0.09353,0.02878,0.02158,0.07914,0.01439,0.06475,0.04317,0.06475,0.07194,0.00719,0.00719
